video_path,label_name,subject,cam,dataset,split_group,window_start,window_end,target_frame,obs_len,k_frames,target_fps,sample_interval,y,fall_start_frame,split
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/04.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,6,22,22,16,10,10,2.9263422443323637,0,36,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/04.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,8,24,24,16,10,10,2.9263422443323637,0,36,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/04.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,10,26,26,16,10,10,2.9263422443323637,0,36,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/05.mp4,other,1,1,GMDCSA24,GMDCSA24:1,0,16,16,16,10,10,2.977545137308451,0,38,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/05.mp4,other,1,1,GMDCSA24,GMDCSA24:1,2,18,18,16,10,10,2.977545137308451,0,38,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/05.mp4,other,1,1,GMDCSA24,GMDCSA24:1,4,20,20,16,10,10,2.977545137308451,0,38,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/05.mp4,other,1,1,GMDCSA24,GMDCSA24:1,6,22,22,16,10,10,2.977545137308451,0,38,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/05.mp4,other,1,1,GMDCSA24,GMDCSA24:1,8,24,24,16,10,10,2.977545137308451,0,38,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/05.mp4,other,1,1,GMDCSA24,GMDCSA24:1,10,26,26,16,10,10,2.977545137308451,0,38,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/05.mp4,other,1,1,GMDCSA24,GMDCSA24:1,12,28,28,16,10,10,2.977545137308451,0,38,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/13.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,0,16,16,16,10,10,2.9656178634864245,0,38,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/13.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,2,18,18,16,10,10,2.9656178634864245,0,38,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/13.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,4,20,20,16,10,10,2.9656178634864245,0,38,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/13.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,6,22,22,16,10,10,2.9656178634864245,0,38,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/13.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,8,24,24,16,10,10,2.9656178634864245,0,38,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/13.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,10,26,26,16,10,10,2.9656178634864245,0,38,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/13.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,12,28,28,16,10,10,2.9656178634864245,0,38,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/11.mp4,other,1,1,GMDCSA24,GMDCSA24:1,0,16,16,16,10,10,2.9741666249114194,0,39,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/11.mp4,other,1,1,GMDCSA24,GMDCSA24:1,2,18,18,16,10,10,2.9741666249114194,0,39,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/11.mp4,other,1,1,GMDCSA24,GMDCSA24:1,4,20,20,16,10,10,2.9741666249114194,0,39,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/11.mp4,other,1,1,GMDCSA24,GMDCSA24:1,6,22,22,16,10,10,2.9741666249114194,0,39,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/11.mp4,other,1,1,GMDCSA24,GMDCSA24:1,8,24,24,16,10,10,2.9741666249114194,0,39,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/11.mp4,other,1,1,GMDCSA24,GMDCSA24:1,10,26,26,16,10,10,2.9741666249114194,0,39,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/11.mp4,other,1,1,GMDCSA24,GMDCSA24:1,12,28,28,16,10,10,2.9741666249114194,0,39,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,other,1,1,GMDCSA24,GMDCSA24:1,2,18,18,16,10,10,2.9742684845783725,0,40,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,other,1,1,GMDCSA24,GMDCSA24:1,4,20,20,16,10,10,2.9742684845783725,0,40,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,other,1,1,GMDCSA24,GMDCSA24:1,6,22,22,16,10,10,2.9742684845783725,0,40,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,other,1,1,GMDCSA24,GMDCSA24:1,8,24,24,16,10,10,2.9742684845783725,0,40,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,other,1,1,GMDCSA24,GMDCSA24:1,10,26,26,16,10,10,2.9742684845783725,0,40,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,other,1,1,GMDCSA24,GMDCSA24:1,12,28,28,16,10,10,2.9742684845783725,0,40,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,other,1,1,GMDCSA24,GMDCSA24:1,14,30,30,16,10,10,2.9742684845783725,0,40,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/14.mp4,standing,1,1,GMDCSA24,GMDCSA24:1,0,16,16,16,10,10,2.953394411881864,0,42,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/14.mp4,standing,1,1,GMDCSA24,GMDCSA24:1,2,18,18,16,10,10,2.953394411881864,0,42,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/14.mp4,standing,1,1,GMDCSA24,GMDCSA24:1,4,20,20,16,10,10,2.953394411881864,0,42,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/14.mp4,standing,1,1,GMDCSA24,GMDCSA24:1,6,22,22,16,10,10,2.953394411881864,0,42,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/14.mp4,standing,1,1,GMDCSA24,GMDCSA24:1,8,24,24,16,10,10,2.953394411881864,0,42,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/14.mp4,standing,1,1,GMDCSA24,GMDCSA24:1,10,26,26,16,10,10,2.953394411881864,0,42,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/14.mp4,standing,1,1,GMDCSA24,GMDCSA24:1,12,28,28,16,10,10,2.953394411881864,0,42,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/14.mp4,standing,1,1,GMDCSA24,GMDCSA24:1,14,30,30,16,10,10,2.953394411881864,0,42,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/14.mp4,standing,1,1,GMDCSA24,GMDCSA24:1,16,32,32,16,10,10,2.953394411881864,0,42,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/15.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,6,22,22,16,10,10,2.9570804874533305,0,47,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/15.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,8,24,24,16,10,10,2.9570804874533305,0,47,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/15.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,10,26,26,16,10,10,2.9570804874533305,0,47,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/15.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,12,28,28,16,10,10,2.9570804874533305,0,47,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/15.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,14,30,30,16,10,10,2.9570804874533305,0,47,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/15.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,16,32,32,16,10,10,2.9570804874533305,0,47,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/15.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,18,34,34,16,10,10,2.9570804874533305,0,47,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/15.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,20,36,36,16,10,10,2.9570804874533305,0,47,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,16,32,32,16,10,10,2.9742684845783725,0,53,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,18,34,34,16,10,10,2.9742684845783725,0,53,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,20,36,36,16,10,10,2.9742684845783725,0,53,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,22,38,38,16,10,10,2.9742684845783725,0,53,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,24,40,40,16,10,10,2.9742684845783725,0,53,val
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,26,42,42,16,10,10,2.9742684845783725,0,53,val
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/10.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,1.499438832772166,1,17,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/07.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.981404867419502,1,18,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/13.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,1.4950539568345325,1,17,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/06.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.9864225531347173,1,19,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/06.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,2.9864225531347173,1,19,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/17.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.985825026549217,1,21,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/17.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,2.985825026549217,1,21,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/17.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,2.985825026549217,1,21,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/25.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.9871606900615246,1,25,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/25.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,2.9871606900615246,1,25,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/25.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,2.9871606900615246,1,25,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/25.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,6,22,22,16,10,10,2.9871606900615246,1,25,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/25.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,8,24,24,16,10,10,2.9871606900615246,1,25,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/13.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.9907390219252106,0,26,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/02.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.9829898554670393,1,26,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/02.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,2.9829898554670393,1,26,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/02.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,2.9829898554670393,1,26,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/02.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,6,22,22,16,10,10,2.9829898554670393,1,26,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/02.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,8,24,24,16,10,10,2.9829898554670393,1,26,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/08.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.9846644313747044,1,26,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/08.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,2.9846644313747044,1,26,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/08.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,2.9846644313747044,1,26,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/08.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,6,22,22,16,10,10,2.9846644313747044,1,26,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/08.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,8,24,24,16,10,10,2.9846644313747044,1,26,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/19.mp4,other,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,1.500520768972761,0,27,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/04.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.987374669021741,0,29,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/04.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,2.987374669021741,0,29,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/04.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,2.987374669021741,1,29,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/04.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,6,22,22,16,10,10,2.987374669021741,1,29,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/04.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,8,24,24,16,10,10,2.987374669021741,1,29,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/04.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,10,26,26,16,10,10,2.987374669021741,1,29,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/04.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,12,28,28,16,10,10,2.987374669021741,1,29,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/09.mp4,sit_down,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.983449609809801,0,31,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/09.mp4,sit_down,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,2.983449609809801,0,31,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/09.mp4,sit_down,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,2.983449609809801,0,31,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/14.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,1.4998080602780002,0,31,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/14.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,1.4998080602780002,0,31,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/14.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,1.4998080602780002,0,31,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/14.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,6,22,22,16,10,10,1.4998080602780002,1,31,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/14.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,8,24,24,16,10,10,1.4998080602780002,1,31,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/14.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,10,26,26,16,10,10,1.4998080602780002,1,31,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/14.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,12,28,28,16,10,10,1.4998080602780002,1,31,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/14.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,14,30,30,16,10,10,1.4998080602780002,1,31,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sit_down,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,1.5012344488088096,0,33,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sit_down,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,1.5012344488088096,0,33,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sit_down,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,1.5012344488088096,0,33,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/14.mp4,sit_down,2,1,GMDCSA24,GMDCSA24:2,6,22,22,16,10,10,1.5012344488088096,0,33,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/23.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.9849426227695846,0,32,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/23.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,2.9849426227695846,0,32,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/23.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,2.9849426227695846,0,32,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/23.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,6,22,22,16,10,10,2.9849426227695846,1,32,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/23.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,8,24,24,16,10,10,2.9849426227695846,1,32,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/23.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,10,26,26,16,10,10,2.9849426227695846,1,32,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/23.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,12,28,28,16,10,10,2.9849426227695846,1,32,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/23.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,14,30,30,16,10,10,2.9849426227695846,1,32,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/24.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.9843218023622375,0,33,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/24.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,2.9843218023622375,0,33,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/24.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,2.9843218023622375,0,33,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/24.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,6,22,22,16,10,10,2.9843218023622375,0,33,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/24.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,8,24,24,16,10,10,2.9843218023622375,1,33,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/24.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,10,26,26,16,10,10,2.9843218023622375,1,33,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/24.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,12,28,28,16,10,10,2.9843218023622375,1,33,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/24.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,14,30,30,16,10,10,2.9843218023622375,1,33,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/24.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,16,32,32,16,10,10,2.9843218023622375,1,33,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/20.mp4,sit_down,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,1.5001628748264098,0,33,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/20.mp4,sit_down,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,1.5001628748264098,0,33,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/20.mp4,sit_down,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,1.5001628748264098,0,33,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/20.mp4,sit_down,2,1,GMDCSA24,GMDCSA24:2,6,22,22,16,10,10,1.5001628748264098,0,33,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/11.mp4,other,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,1.5009439899307742,0,37,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/11.mp4,other,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,1.5009439899307742,0,37,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/11.mp4,other,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,1.5009439899307742,0,37,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/11.mp4,other,2,1,GMDCSA24,GMDCSA24:2,6,22,22,16,10,10,1.5009439899307742,0,37,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/11.mp4,other,2,1,GMDCSA24,GMDCSA24:2,8,24,24,16,10,10,1.5009439899307742,0,37,test
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/11.mp4,other,2,1,GMDCSA24,GMDCSA24:2,10,26,26,16,10,10,1.5009439899307742,0,37,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.984387048961974,0,40,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,2.984387048961974,0,40,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,2.984387048961974,0,40,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,6,22,22,16,10,10,2.984387048961974,0,40,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,8,24,24,16,10,10,2.984387048961974,0,40,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,10,26,26,16,10,10,2.984387048961974,0,40,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,12,28,28,16,10,10,2.984387048961974,0,40,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/11.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,14,30,30,16,10,10,2.984387048961974,0,40,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/17.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,1.5001414419073797,0,41,test
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/17.mp4,walk,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,1.5001414419073797,0,41,test
