video_path,label_name,subject,cam,dataset,split_group,window_start,window_end,target_frame,obs_len,k_frames,target_fps,sample_interval,y,fall_start_frame,vjepa_feature_path,vjepa_model_name,vjepa_latent_dim,vjepa_observed_tokens,vjepa_future_tokens,split
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,other,1,1,GMDCSA24,GMDCSA24:1,4,20,20,16,10,10,2.9742684845783725,0,40,/data/final_project_dataset/vjepa_latents/window_latents/8194e8f6e5f47e27.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,other,1,1,GMDCSA24,GMDCSA24:1,6,22,22,16,10,10,2.9742684845783725,0,40,/data/final_project_dataset/vjepa_latents/window_latents/60288b820309e4c1.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,other,1,1,GMDCSA24,GMDCSA24:1,8,24,24,16,10,10,2.9742684845783725,0,40,/data/final_project_dataset/vjepa_latents/window_latents/111489ea0ce7fa2e.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,other,1,1,GMDCSA24,GMDCSA24:1,10,26,26,16,10,10,2.9742684845783725,0,40,/data/final_project_dataset/vjepa_latents/window_latents/bdcd9969201bc25c.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,other,1,1,GMDCSA24,GMDCSA24:1,12,28,28,16,10,10,2.9742684845783725,0,40,/data/final_project_dataset/vjepa_latents/window_latents/6125ce73d3907f05.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,other,1,1,GMDCSA24,GMDCSA24:1,14,30,30,16,10,10,2.9742684845783725,0,40,/data/final_project_dataset/vjepa_latents/window_latents/d33a18b591c99026.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/14.mp4,standing,1,1,GMDCSA24,GMDCSA24:1,0,16,16,16,10,10,2.953394411881864,0,42,/data/final_project_dataset/vjepa_latents/window_latents/247c7ac736d9868c.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/14.mp4,standing,1,1,GMDCSA24,GMDCSA24:1,2,18,18,16,10,10,2.953394411881864,0,42,/data/final_project_dataset/vjepa_latents/window_latents/e9fb35a14228fcd0.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/14.mp4,standing,1,1,GMDCSA24,GMDCSA24:1,4,20,20,16,10,10,2.953394411881864,0,42,/data/final_project_dataset/vjepa_latents/window_latents/fd3dade941a763f2.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/14.mp4,standing,1,1,GMDCSA24,GMDCSA24:1,6,22,22,16,10,10,2.953394411881864,0,42,/data/final_project_dataset/vjepa_latents/window_latents/7d193433ff3d5749.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/14.mp4,standing,1,1,GMDCSA24,GMDCSA24:1,8,24,24,16,10,10,2.953394411881864,0,42,/data/final_project_dataset/vjepa_latents/window_latents/6fe15627b928e7cc.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/14.mp4,standing,1,1,GMDCSA24,GMDCSA24:1,10,26,26,16,10,10,2.953394411881864,0,42,/data/final_project_dataset/vjepa_latents/window_latents/1d06e5b834ed79cf.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/14.mp4,standing,1,1,GMDCSA24,GMDCSA24:1,12,28,28,16,10,10,2.953394411881864,0,42,/data/final_project_dataset/vjepa_latents/window_latents/24ad013946def879.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/14.mp4,standing,1,1,GMDCSA24,GMDCSA24:1,14,30,30,16,10,10,2.953394411881864,0,42,/data/final_project_dataset/vjepa_latents/window_latents/ab435901103f8163.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/14.mp4,standing,1,1,GMDCSA24,GMDCSA24:1,16,32,32,16,10,10,2.953394411881864,0,42,/data/final_project_dataset/vjepa_latents/window_latents/47e4b8474eae4cb2.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/15.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,0,16,16,16,10,10,2.9570804874533305,0,47,/data/final_project_dataset/vjepa_latents/window_latents/492065f27f9f0e87.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/15.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,2,18,18,16,10,10,2.9570804874533305,0,47,/data/final_project_dataset/vjepa_latents/window_latents/58dc16640c4db641.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/15.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,4,20,20,16,10,10,2.9570804874533305,0,47,/data/final_project_dataset/vjepa_latents/window_latents/787b39a56e60f7c6.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/15.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,6,22,22,16,10,10,2.9570804874533305,0,47,/data/final_project_dataset/vjepa_latents/window_latents/c71c7c0a480f66d1.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/15.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,8,24,24,16,10,10,2.9570804874533305,0,47,/data/final_project_dataset/vjepa_latents/window_latents/14aff9868e8892c3.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/15.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,10,26,26,16,10,10,2.9570804874533305,0,47,/data/final_project_dataset/vjepa_latents/window_latents/9e9f33437924ae9a.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/15.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,12,28,28,16,10,10,2.9570804874533305,0,47,/data/final_project_dataset/vjepa_latents/window_latents/be48d15678efe3f5.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/15.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,14,30,30,16,10,10,2.9570804874533305,0,47,/data/final_project_dataset/vjepa_latents/window_latents/24a173693174ac47.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/15.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,16,32,32,16,10,10,2.9570804874533305,0,47,/data/final_project_dataset/vjepa_latents/window_latents/c7c239640be7aa64.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/15.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,18,34,34,16,10,10,2.9570804874533305,0,47,/data/final_project_dataset/vjepa_latents/window_latents/b71f24e2aea8185b.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/15.mp4,sitting,1,1,GMDCSA24,GMDCSA24:1,20,36,36,16,10,10,2.9570804874533305,0,47,/data/final_project_dataset/vjepa_latents/window_latents/c3e0ac5e48a089cc.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,0,16,16,16,10,10,2.9742684845783725,0,53,/data/final_project_dataset/vjepa_latents/window_latents/26817e2613899371.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,2,18,18,16,10,10,2.9742684845783725,0,53,/data/final_project_dataset/vjepa_latents/window_latents/b7d9031a049e6614.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,4,20,20,16,10,10,2.9742684845783725,0,53,/data/final_project_dataset/vjepa_latents/window_latents/0449c8b8c2e653d6.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,6,22,22,16,10,10,2.9742684845783725,0,53,/data/final_project_dataset/vjepa_latents/window_latents/577ef9e6f0af909f.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,8,24,24,16,10,10,2.9742684845783725,0,53,/data/final_project_dataset/vjepa_latents/window_latents/d40c7351ffc2a81e.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,10,26,26,16,10,10,2.9742684845783725,0,53,/data/final_project_dataset/vjepa_latents/window_latents/f399e3679568fc50.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,12,28,28,16,10,10,2.9742684845783725,0,53,/data/final_project_dataset/vjepa_latents/window_latents/47571494bd49b847.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,14,30,30,16,10,10,2.9742684845783725,0,53,/data/final_project_dataset/vjepa_latents/window_latents/30c9a66d7b08b44c.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,16,32,32,16,10,10,2.9742684845783725,0,53,/data/final_project_dataset/vjepa_latents/window_latents/28984a9ee98cbdc7.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,18,34,34,16,10,10,2.9742684845783725,0,53,/data/final_project_dataset/vjepa_latents/window_latents/f78d363c96020b3e.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,20,36,36,16,10,10,2.9742684845783725,0,53,/data/final_project_dataset/vjepa_latents/window_latents/42a0b47c27e6310f.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,22,38,38,16,10,10,2.9742684845783725,0,53,/data/final_project_dataset/vjepa_latents/window_latents/a8ef70ccbfff1594.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,24,40,40,16,10,10,2.9742684845783725,0,53,/data/final_project_dataset/vjepa_latents/window_latents/93caaaf0b46da0ce.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 1/ADL/12.mp4,walk,1,1,GMDCSA24,GMDCSA24:1,26,42,42,16,10,10,2.9742684845783725,0,53,/data/final_project_dataset/vjepa_latents/window_latents/d5df7b0814a6979b.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/10.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,1.499438832772166,1,17,/data/final_project_dataset/vjepa_latents/window_latents/aabab674bff6a401.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/07.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.981404867419502,1,18,/data/final_project_dataset/vjepa_latents/window_latents/c943fcd295c1ddcc.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/13.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,1.4950539568345325,1,17,/data/final_project_dataset/vjepa_latents/window_latents/7a91e1f651427e18.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/06.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.9864225531347173,1,19,/data/final_project_dataset/vjepa_latents/window_latents/29cfb38969d32fb9.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/06.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,2.9864225531347173,1,19,/data/final_project_dataset/vjepa_latents/window_latents/b96cf1bc9c95b8ff.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/17.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.985825026549217,1,21,/data/final_project_dataset/vjepa_latents/window_latents/b97d4d413e336153.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/17.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,2.985825026549217,1,21,/data/final_project_dataset/vjepa_latents/window_latents/ec24893adb5a06c7.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/17.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,2.985825026549217,1,21,/data/final_project_dataset/vjepa_latents/window_latents/9b6bc9f7732d52e5.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/25.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.9871606900615246,1,25,/data/final_project_dataset/vjepa_latents/window_latents/255559f9442cdfb3.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/25.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,2.9871606900615246,1,25,/data/final_project_dataset/vjepa_latents/window_latents/301b5db3dab3c40a.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/25.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,2.9871606900615246,1,25,/data/final_project_dataset/vjepa_latents/window_latents/357c01c2745e3ffe.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/25.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,6,22,22,16,10,10,2.9871606900615246,1,25,/data/final_project_dataset/vjepa_latents/window_latents/c612b7d0ad6f5d44.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/25.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,8,24,24,16,10,10,2.9871606900615246,1,25,/data/final_project_dataset/vjepa_latents/window_latents/0735928889c94ede.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/ADL/13.mp4,sitting,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.9907390219252106,0,26,/data/final_project_dataset/vjepa_latents/window_latents/b184e381bb646923.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/02.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.9829898554670398,1,26,/data/final_project_dataset/vjepa_latents/window_latents/224c3a1c5cf374df.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/02.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,2,18,18,16,10,10,2.9829898554670398,1,26,/data/final_project_dataset/vjepa_latents/window_latents/1e36294e49c31f64.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/02.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,4,20,20,16,10,10,2.9829898554670398,1,26,/data/final_project_dataset/vjepa_latents/window_latents/23c17fef782cd8f2.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/02.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,6,22,22,16,10,10,2.9829898554670398,1,26,/data/final_project_dataset/vjepa_latents/window_latents/4b5651ecbc7618d0.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/02.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,8,24,24,16,10,10,2.9829898554670398,1,26,/data/final_project_dataset/vjepa_latents/window_latents/863e3db81cadf223.npz,,,,,
/data/final_project_dataset/GMDCSA24/Subject 2/Fall/08.mp4,fall,2,1,GMDCSA24,GMDCSA24:2,0,16,16,16,10,10,2.9846644313747044,1,26,/data/final_project_dataset/vjepa_latents/window_latents/74d2b54fa3164432.npz,,,,,
