video_path,label_name,subject,cam,dataset,split_group,window_start,window_end,target_frame,obs_len,k_frames,target_fps,sample_interval,y,fall_start_frame,split,pose_feature_path
/data/final_project_dataset/OOPs/25BestTrampolineFailNominees-FailArmyHallofFameJuly20176.mp4,fall,falls/25BestTrampolineFailNominees-FailArmyHallofFameJuly20176,-1,OOPs,OOPs:falls/25BestTrampolineFailNominees-FailArmyHallofFameJuly20176,68,84,84,16,10,10,2.997,1,93,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000010.npy
/data/final_project_dataset/OOPs/25BestTrampolineFailNominees-FailArmyHallofFameJuly20176.mp4,fall,falls/25BestTrampolineFailNominees-FailArmyHallofFameJuly20176,-1,OOPs,OOPs:falls/25BestTrampolineFailNominees-FailArmyHallofFameJuly20176,70,86,86,16,10,10,2.997,1,93,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000011.npy
/data/final_project_dataset/OOPs/25BestTrampolineFailNominees-FailArmyHallofFameJuly20176.mp4,fall,falls/25BestTrampolineFailNominees-FailArmyHallofFameJuly20176,-1,OOPs,OOPs:falls/25BestTrampolineFailNominees-FailArmyHallofFameJuly20176,72,88,88,16,10,10,2.997,1,93,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000012.npy
/data/final_project_dataset/OOPs/25BestTrampolineFailNominees-FailArmyHallofFameJuly20176.mp4,fall,falls/25BestTrampolineFailNominees-FailArmyHallofFameJuly20176,-1,OOPs,OOPs:falls/25BestTrampolineFailNominees-FailArmyHallofFameJuly20176,74,90,90,16,10,10,2.997,1,93,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000013.npy
/data/final_project_dataset/OOPs/25BestTrampolineFailNominees-FailArmyHallofFameJuly20176.mp4,fall,falls/25BestTrampolineFailNominees-FailArmyHallofFameJuly20176,-1,OOPs,OOPs:falls/25BestTrampolineFailNominees-FailArmyHallofFameJuly20176,76,92,92,16,10,10,2.997,1,93,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000014.npy
/data/final_project_dataset/OOPs/29BestWorkFailNominees-FailArmyHallofFameAugust201713.mp4,fall,falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,-1,OOPs,OOPs:falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,0,16,16,16,10,10,2.997,0,29,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000015.npy
/data/final_project_dataset/OOPs/29BestWorkFailNominees-FailArmyHallofFameAugust201713.mp4,fall,falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,-1,OOPs,OOPs:falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,4,20,20,16,10,10,2.997,1,29,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000016.npy
/data/final_project_dataset/OOPs/29BestWorkFailNominees-FailArmyHallofFameAugust201713.mp4,fall,falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,-1,OOPs,OOPs:falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,6,22,22,16,10,10,2.997,1,29,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000017.npy
/data/final_project_dataset/OOPs/29BestWorkFailNominees-FailArmyHallofFameAugust201713.mp4,fall,falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,-1,OOPs,OOPs:falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,8,24,24,16,10,10,2.997,1,29,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000018.npy
/data/final_project_dataset/OOPs/29BestWorkFailNominees-FailArmyHallofFameAugust201713.mp4,fall,falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,-1,OOPs,OOPs:falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,10,26,26,16,10,10,2.997,1,29,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000019.npy
/data/final_project_dataset/OOPs/29BestWorkFailNominees-FailArmyHallofFameAugust201713.mp4,fall,falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,-1,OOPs,OOPs:falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,12,28,28,16,10,10,2.997,1,29,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000020.npy
/data/final_project_dataset/OOPs/29BestWorkFailNominees-FailArmyHallofFameAugust201713.mp4,other,falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,-1,OOPs,OOPs:falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,18,34,34,16,10,10,2.997,0,48,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000022.npy
/data/final_project_dataset/OOPs/29BestWorkFailNominees-FailArmyHallofFameAugust201713.mp4,stand_up,falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,-1,OOPs,OOPs:falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,26,42,42,16,10,10,2.997,0,94,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000023.npy
/data/final_project_dataset/OOPs/29BestWorkFailNominees-FailArmyHallofFameAugust201713.mp4,stand_up,falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,-1,OOPs,OOPs:falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,60,76,76,16,10,10,2.997,0,94,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000024.npy
/data/final_project_dataset/OOPs/29BestWorkFailNominees-FailArmyHallofFameAugust201713.mp4,stand_up,falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,-1,OOPs,OOPs:falls/29BestWorkFailNominees-FailArmyHallofFameAugust201713,62,78,78,16,10,10,2.997,0,94,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000025.npy
/data/final_project_dataset/OOPs/29BestWorkFailNominees-FailArmyHallofFameAugust20175.mp4,fall,falls/29BestWorkFailNominees-FailArmyHallofFameAugust20175,-1,OOPs,OOPs:falls/29BestWorkFailNominees-FailArmyHallofFameAugust20175,0,16,16,16,10,10,2.997,1,24,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000026.npy
/data/final_project_dataset/OOPs/29BestWorkFailNominees-FailArmyHallofFameAugust20175.mp4,fall,falls/29BestWorkFailNominees-FailArmyHallofFameAugust20175,-1,OOPs,OOPs:falls/29BestWorkFailNominees-FailArmyHallofFameAugust20175,2,18,18,16,10,10,2.997,1,24,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000027.npy
/data/final_project_dataset/OOPs/29BestWorkFailNominees-FailArmyHallofFameAugust20175.mp4,fall,falls/29BestWorkFailNominees-FailArmyHallofFameAugust20175,-1,OOPs,OOPs:falls/29BestWorkFailNominees-FailArmyHallofFameAugust20175,4,20,20,16,10,10,2.997,1,24,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000028.npy
/data/final_project_dataset/OOPs/29BestWorkFailNominees-FailArmyHallofFameAugust20175.mp4,fall,falls/29BestWorkFailNominees-FailArmyHallofFameAugust20175,-1,OOPs,OOPs:falls/29BestWorkFailNominees-FailArmyHallofFameAugust20175,6,22,22,16,10,10,2.997,1,24,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000029.npy
/data/final_project_dataset/OOPs/29BestWorkFailNominees-FailArmyHallofFameAugust20175.mp4,stand_up,falls/29BestWorkFailNominees-FailArmyHallofFameAugust20175,-1,OOPs,OOPs:falls/29BestWorkFailNominees-FailArmyHallofFameAugust20175,10,26,26,16,10,10,2.997,0,52,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000031.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame0.mp4,other,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame0,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame0,18,34,34,16,10,10,2.997,0,67,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000032.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame0.mp4,other,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame0,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame0,20,36,36,16,10,10,2.997,0,67,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000033.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame26.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame26,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame26,0,16,16,16,10,10,2.997,1,23,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000034.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame26.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame26,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame26,2,18,18,16,10,10,2.997,1,23,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000035.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame26.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame26,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame26,4,20,20,16,10,10,2.997,1,23,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000036.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame26.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame26,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame26,6,22,22,16,10,10,2.997,1,23,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000037.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame26.mp4,stand_up,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame26,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame26,12,28,28,16,10,10,2.997,0,44,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000039.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,6,22,22,16,10,10,2.997,1,31,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000040.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,8,24,24,16,10,10,2.997,1,31,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000041.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,10,26,26,16,10,10,2.997,1,31,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000042.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,12,28,28,16,10,10,2.997,1,31,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000043.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,14,30,30,16,10,10,2.997,1,31,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000044.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3.mp4,other,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,54,70,70,16,10,10,2.997,0,91,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000046.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,68,84,84,16,10,10,2.997,0,112,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000047.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,86,102,102,16,10,10,2.997,1,112,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000048.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,88,104,104,16,10,10,2.997,1,112,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000049.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,90,106,106,16,10,10,2.997,1,112,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000050.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,92,108,108,16,10,10,2.997,1,112,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000051.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame3,94,110,110,16,10,10,2.997,1,112,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000052.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41.mp4,lie_down,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,0,16,16,16,10,10,2.997,0,32,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000053.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41.mp4,lie_down,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,2,18,18,16,10,10,2.997,0,32,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000054.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41.mp4,lie_down,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,4,20,20,16,10,10,2.997,0,32,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000055.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41.mp4,lie_down,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,6,22,22,16,10,10,2.997,0,32,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000056.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41.mp4,stand_up,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,8,24,24,16,10,10,2.997,0,41,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000057.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41.mp4,stand_up,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,10,26,26,16,10,10,2.997,0,41,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000058.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41.mp4,other,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,20,36,36,16,10,10,2.997,0,52,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000059.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41.mp4,other,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,26,42,42,16,10,10,2.997,0,52,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000060.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,34,50,50,16,10,10,2.997,1,60,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000061.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,36,52,52,16,10,10,2.997,1,60,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000062.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,38,54,54,16,10,10,2.997,1,60,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000063.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,40,56,56,16,10,10,2.997,1,60,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000064.npy
/data/final_project_dataset/OOPs/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41.mp4,fall,falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,-1,OOPs,OOPs:falls/29HilariousInstantKarmaFailNominees-FailArmyHallofFame41,42,58,58,16,10,10,2.997,1,60,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000065.npy
/data/final_project_dataset/OOPs/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740.mp4,walk,falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,-1,OOPs,OOPs:falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,4,20,20,16,10,10,2.997,0,42,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000066.npy
/data/final_project_dataset/OOPs/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740.mp4,walk,falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,-1,OOPs,OOPs:falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,8,24,24,16,10,10,2.997,0,42,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000067.npy
/data/final_project_dataset/OOPs/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740.mp4,walk,falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,-1,OOPs,OOPs:falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,10,26,26,16,10,10,2.997,0,42,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000068.npy
/data/final_project_dataset/OOPs/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740.mp4,walk,falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,-1,OOPs,OOPs:falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,16,32,32,16,10,10,2.997,0,42,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000069.npy
/data/final_project_dataset/OOPs/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740.mp4,fall,falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,-1,OOPs,OOPs:falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,28,44,44,16,10,10,2.997,0,55,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000070.npy
/data/final_project_dataset/OOPs/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740.mp4,fall,falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,-1,OOPs,OOPs:falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,30,46,46,16,10,10,2.997,1,55,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000071.npy
/data/final_project_dataset/OOPs/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740.mp4,fall,falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,-1,OOPs,OOPs:falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,32,48,48,16,10,10,2.997,1,55,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000072.npy
/data/final_project_dataset/OOPs/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740.mp4,fall,falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,-1,OOPs,OOPs:falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,34,50,50,16,10,10,2.997,1,55,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000073.npy
/data/final_project_dataset/OOPs/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740.mp4,fall,falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,-1,OOPs,OOPs:falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,36,52,52,16,10,10,2.997,1,55,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000074.npy
/data/final_project_dataset/OOPs/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740.mp4,fall,falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,-1,OOPs,OOPs:falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,38,54,54,16,10,10,2.997,1,55,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000075.npy
/data/final_project_dataset/OOPs/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740.mp4,sit_down,falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,-1,OOPs,OOPs:falls/31BackToSchoolFailNominees-FailArmyHallofFameSeptember201740,40,56,56,16,10,10,2.997,0,70,train,/data/final_project_dataset/rtmpose_features_oops/window_pose/window_00000081.npy
